date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:48:20	558/558	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226740f476-22e%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/icon-front.svg	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/icon-front.svg	(from https://bridgebio.com/)
02:48:20	40231/40231	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:20%20GMT	https://bridgebio.com/patients-and-families/elliott/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/elliott/index.html	(from https://bridgebio.com/)
02:48:20	43890/43890	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:20%20GMT	https://bridgebio.com/patients-and-families/alexis/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/alexis/index.html	(from https://bridgebio.com/)
02:48:20	40577/40577	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:20%20GMT	https://bridgebio.com/patients-and-families/miguel/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/miguel/index.html	(from https://bridgebio.com/)
02:48:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:20%20GMT	https://bridgebio.com/about-us	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/about-us	(from https://bridgebio.com/)
02:48:21	51638/51638	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:21%20GMT	https://bridgebio.com/news/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/news/index.html	(from https://bridgebio.com/)
02:48:21	39786/39786	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:21%20GMT	https://bridgebio.com/patients-and-families/tobin/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/tobin/index.html	(from https://bridgebio.com/)
02:48:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:21%20GMT	https://bridgebio.com/about-us	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/about-us	(from https://bridgebio.com/)
02:48:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:22%20GMT	https://bridgebio.com/pipeline	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/pipeline	(from https://bridgebio.com/)
02:48:22	3377073/3377073	---M--	200	added ('OK')	video/mp4	etag:%2266829c00-3387b1%22	https://bridgebio.com/wp-content/uploads/2019/02/BBIO-Homepage-Slider_01.mp4	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/uploads/2019/02/BBIO-Homepage-Slider_01.mp4	(from https://bridgebio.com/)
02:48:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:22%20GMT	https://bridgebio.com/patients-and-families/len	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/len	(from https://bridgebio.com/)
02:48:22	42392/42392	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:22%20GMT	https://bridgebio.com/patients-and-families/len/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/patients-and-families/len/index.html	(from https://bridgebio.com/)
02:48:23	3353014/3353014	---M--	200	added ('OK')	video/mp4	etag:%2266829bfd-3329b6%22	https://bridgebio.com/wp-content/uploads/2021/08/BBIO-Homepage-Slide2.mp4	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/uploads/2021/08/BBIO-Homepage-Slide2.mp4	(from https://bridgebio.com/)
02:48:23	266278/266278	---M--	200	added ('OK')	image/png	etag:%2266829c06-5bfb5%22	https://bridgebio.com/wp-content/uploads/2021/08/Len-centered.png	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/uploads/2021/08/Len-centered.png	(from https://bridgebio.com/)
02:48:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:23%20GMT	https://bridgebio.com/careers	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/careers	(from https://bridgebio.com/)
02:48:23	110753/110753	---M--	200	added ('OK')	image/png	etag:%226740f474-1f5a1%22	https://bridgebio.com/wp-content/uploads/2024/11/image-wrapper.png	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/uploads/2024/11/image-wrapper.png	(from https://bridgebio.com/)
02:48:25	617/617	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226740f476-269%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/chevron-down-light.svg	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/chevron-down-light.svg	(from https://bridgebio.com/)
02:48:27	203635/203635	---MCZ	200	added ('OK')	application/x-javascript	etag:%22140b78-31b73-6265f08639be7%22	http://pages.bridgebio.com/js/forms2/js/forms2.min.js	C:/Users/HP/Documents/programming/clones/bridge-original/pages.bridgebio.com/js/forms2/js/forms2.min.js	(from https://bridgebio.com/)
02:48:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:25%20GMT	https://bridgebio.com/careers	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/careers	(from https://bridgebio.com/)
02:48:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Dec%202024%2010:48:27%20GMT	https://bridgebio.com/sms-policy	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/sms-policy	(from https://bridgebio.com/)
02:48:27	70719/70719	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:27%20GMT	https://bridgebio.com/terms-of-use/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/terms-of-use/index.html	(from https://bridgebio.com/)
02:48:28	45365/45365	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:28%20GMT	https://bridgebio.com/social-policy	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/social-policy.html	(from https://bridgebio.com/)
02:48:28	47209/47209	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:28%20GMT	https://bridgebio.com/cookies-notice/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/cookies-notice/index.html	(from https://bridgebio.com/)
02:48:28	73619/73619	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:28%20GMT	https://bridgebio.com/bridgebio-global-privacy-policy/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/bridgebio-global-privacy-policy/index.html	(from https://bridgebio.com/)
02:48:29	44794/44794	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:29%20GMT	https://bridgebio.com/us-expanded-access-policy/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/us-expanded-access-policy/index.html	(from https://bridgebio.com/)
02:48:29	38331/38331	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:29%20GMT	https://bridgebio.com/contact-us/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/contact-us/index.html	(from https://bridgebio.com/)
02:48:29	4689/4689	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:29%20GMT	https://bridgebio.com/cdn-cgi/l/email-protection	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/cdn-cgi/l/email-protection.html	(from https://bridgebio.com/)
02:48:29	42132/42132	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2010:48:29%20GMT	https://bridgebio.com/sms-policy/	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/sms-policy/index.html	(from https://bridgebio.com/)
02:48:30	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675318bd-4d7%22	https://bridgebio.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bridgebio.com/)
02:48:30	59312/59312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266829bfd-e7b0%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.eot?	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-boldd41d.eot	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:31	59312/59312	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266829bfd-e7b0%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.eot	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.eot	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:31	56928/56928	---M--	200	added ('OK')	font/woff2	etag:%2266829bfd-de60%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.woff2	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.woff2	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:31	78100/78100	---M--	200	added ('OK')	font/woff	etag:%2266829bfd-13114%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.woff	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bold.woff	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:31	61292/61292	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266829bfd-ef6c%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.eot	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.eot	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:32	61292/61292	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266829bfd-ef6c%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.eot?	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalicd41d.eot	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:32	58508/58508	---M--	200	added ('OK')	font/woff2	etag:%2266829bfe-e48c%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.woff2	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.woff2	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:32	80504/80504	---M--	200	added ('OK')	font/woff	etag:%2266829bfe-13a78%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.woff	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/fonts/lineto-circular-bolditalic.woff	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:33	62474/62474	---M--	200	added ('OK')	image/png	etag:%226740f476-1088e%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-modal.png	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-modal.png	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:33	8507/8507	---M--	200	added ('OK')	image/png	etag:%226740f476-4841%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-mobile-modal.png	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-mobile-modal.png	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:33	10688/10688	---M--	200	added ('OK')	image/png	etag:%226740f476-5877%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-mobile-modal-n.png	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/attruby-bg-mobile-modal-n.png	(from https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734518160)
02:48:34	191/191	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266829bfe-bf%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/expand_collapsible.svg	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/expand_collapsible.svg	(from https://bridgebio.com/wp-content/themes/bridgebio/assets/css/secondary-css.css?ver=1734518160)
02:48:34	190/190	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266829bfd-be%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/collapse_collapsible.svg	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/icons/collapse_collapsible.svg	(from https://bridgebio.com/wp-content/themes/bridgebio/assets/css/secondary-css.css?ver=1734518160)
02:48:34	43775/43775	---M--	200	added ('OK')	image/jpeg	etag:%2266e85bb7-b139%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/img/modal-bg-theme.jpg	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/img/modal-bg-theme.jpg	(from https://bridgebio.com/wp-content/themes/bridgebio/assets/css/secondary-css.css?ver=1734518160)
02:48:35	86677/86677	---MCZ	200	added ('OK')	text/css	etag:W/%226740f475-15295%22	https://bridgebio.com/wp-content/themes/bridgebio/style.css?ver=1734517980	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/styleff4e.css	(from https://bridgebio.com/about-us/)
02:48:35	53379/53379	---MCZ	200	added ('OK')	text/css	etag:W/%226740f476-d083%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/css/secondary-css.css?ver=1734517980	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/css/secondary-cssff4e.css	(from https://bridgebio.com/about-us/)
02:48:35	5403/5403	---MCZ	200	added ('OK')	text/css	etag:W/%2266b4e50c-151b%22	https://bridgebio.com/wp-content/themes/bridgebio/assets/css/onetrust.css?ver=1734517980	C:/Users/HP/Documents/programming/clones/bridge-original/bridgebio.com/wp-content/themes/bridgebio/assets/css/onetrustff4e.css	(from https://bridgebio.com/about-us/)
